feature,slice_value,support,base_error_rate,lens_error_rate,delta_error
analysis.style_tags,cool_tone|fast|medium_shot|medium_contrast|pan_horizontal|documentary_style|narrative_style|rule_of_thirds,1,0.0,0.0,0.0
analysis.style_tags,cool_tone|medium_shot|documentary_style|high_contrast|narrative_style|slow|dolly_out|rule_of_thirds,3,0.0,0.0,0.0
analysis.style_tags,cool_tone|medium_shot|documentary_style|pan_horizontal|high_contrast|narrative_style|rule_of_thirds|moderate,2,0.0,0.0,0.0
analysis.style_tags,cool_tone|medium_shot|documentary_style|pan_horizontal|high_contrast|narrative_style|slow|rule_of_thirds,1,0.0,0.0,0.0
analysis.style_tags,cool_tone|medium_shot|documentary_style|pan_horizontal|soft_low_contrast|narrative_style|slow|rule_of_thirds,1,1.0,1.0,0.0
analysis.style_tags,cool_tone|medium_shot|dolly_in|documentary_style|high_contrast|narrative_style|slow|rule_of_thirds,1,0.0,0.0,0.0
analysis.style_tags,cool_tone|medium_shot|dolly_in|medium_contrast|documentary_style|narrative_style|rule_of_thirds|moderate,1,0.0,0.0,0.0
analysis.style_tags,cool_tone|medium_shot|medium_contrast|pan_horizontal|documentary_style|narrative_style|slow|rule_of_thirds,2,0.0,0.0,0.0
analysis.style_tags,cool_tone|static_shot|fast|medium_shot|documentary_style|high_contrast|narrative_style|rule_of_thirds,2,0.0,0.0,0.0
analysis.style_tags,cool_tone|static_shot|fast|medium_shot|medium_contrast|documentary_style|narrative_style|rule_of_thirds,1,0.0,0.0,0.0
analysis.style_tags,cool_tone|static_shot|medium_shot|documentary_style|high_contrast|narrative_style|rule_of_thirds|moderate,4,0.5,0.5,0.0
analysis.style_tags,cool_tone|static_shot|medium_shot|documentary_style|high_contrast|narrative_style|slow|rule_of_thirds,14,0.21428571428571427,0.21428571428571427,0.0
analysis.style_tags,cool_tone|static_shot|medium_shot|documentary_style|soft_low_contrast|narrative_style|slow|rule_of_thirds,1,0.0,0.0,0.0
analysis.style_tags,cool_tone|static_shot|medium_shot|medium_contrast|documentary_style|narrative_style|rule_of_thirds|moderate,2,0.0,0.0,0.0
analysis.style_tags,cool_tone|static_shot|medium_shot|medium_contrast|documentary_style|narrative_style|slow|rule_of_thirds,4,0.0,0.0,0.0
analysis.style_tags,cool_tone|very_fast|medium_shot|dolly_in|documentary_style|high_contrast|narrative_style|rule_of_thirds,1,0.0,0.0,0.0
analysis.style_tags,cool_tone|very_fast|medium_shot|pan_horizontal|documentary_style|high_contrast|narrative_style|rule_of_thirds,1,0.0,0.0,0.0
analysis.style_tags,fast|medium_shot|documentary_style|pan_horizontal|warm_mood|warm_tone|high_contrast|narrative_style|rule_of_thirds,1,0.0,0.0,0.0
analysis.style_tags,fast|medium_shot|dolly_in|medium_contrast|documentary_style|warm_tone|warm_mood|narrative_style|rule_of_thirds,4,0.25,0.25,0.0
analysis.style_tags,fast|medium_shot|medium_contrast|pan_horizontal|documentary_style|warm_tone|warm_mood|narrative_style|rule_of_thirds,1,1.0,1.0,0.0
analysis.style_tags,medium_shot|documentary_style|pan_horizontal|warm_mood|warm_tone|high_contrast|narrative_style|rule_of_thirds|moderate,2,0.0,0.0,0.0
analysis.style_tags,medium_shot|documentary_style|pan_horizontal|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,11,0.18181818181818182,0.18181818181818182,0.0
analysis.style_tags,medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|dolly_out|rule_of_thirds|moderate,1,0.0,0.0,0.0
analysis.style_tags,medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|dolly_out|rule_of_thirds,4,0.0,0.0,0.0
analysis.style_tags,medium_shot|dolly_in|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|rule_of_thirds|moderate,3,0.0,0.0,0.0
analysis.style_tags,medium_shot|dolly_in|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,11,0.18181818181818182,0.18181818181818182,0.0
analysis.style_tags,medium_shot|dolly_in|documentary_style|warm_mood|warm_tone|soft_low_contrast|narrative_style|slow|rule_of_thirds,2,1.0,1.0,0.0
analysis.style_tags,medium_shot|dolly_in|medium_contrast|documentary_style|warm_tone|warm_mood|narrative_style|rule_of_thirds|moderate,2,0.0,0.0,0.0
analysis.style_tags,medium_shot|dolly_in|medium_contrast|documentary_style|warm_tone|warm_mood|narrative_style|slow|rule_of_thirds,2,0.0,0.0,0.0
analysis.style_tags,medium_shot|dolly_in|slow|rule_of_thirds|warm_tone|medium_contrast|documentary_style|narrative_style|warm_mood,1,0.0,0.0,0.0
analysis.style_tags,medium_shot|medium_contrast|documentary_style|warm_mood|warm_tone|narrative_style|slow|dolly_out|rule_of_thirds,2,0.0,0.0,0.0
analysis.style_tags,medium_shot|medium_contrast|pan_horizontal|documentary_style|warm_tone|warm_mood|narrative_style|slow|rule_of_thirds,5,0.4,0.4,0.0
analysis.style_tags,medium_shot|pan_horizontal|slow|rule_of_thirds|warm_tone|high_contrast|documentary_style|narrative_style|warm_mood,1,0.0,0.0,0.0
analysis.style_tags,medium_shot|static_shot|slow|negative_space|warm_tone|high_contrast|warm_mood|solemn_mood,1,0.0,0.0,0.0
analysis.style_tags,medium_shot|static_shot|slow|rule_of_thirds|cool_tone|high_contrast|documentary_style|narrative_style,3,0.0,0.0,0.0
analysis.style_tags,medium_shot|static_shot|slow|rule_of_thirds|cool_tone|medium_contrast|documentary_style|narrative_style,2,0.0,0.0,0.0
analysis.style_tags,medium_shot|static_shot|slow|rule_of_thirds|warm_tone|high_contrast|documentary_style|narrative_style|warm_mood,33,0.2727272727272727,0.30303030303030304,0.03030303030303033
analysis.style_tags,medium_shot|static_shot|slow|rule_of_thirds|warm_tone|high_contrast|warm_mood,1,0.0,0.0,0.0
analysis.style_tags,medium_shot|static_shot|slow|rule_of_thirds|warm_tone|medium_contrast|documentary_style|narrative_style|warm_mood,3,0.3333333333333333,0.3333333333333333,0.0
analysis.style_tags,medium_shot|static_shot|slow|rule_of_thirds|warm_tone|soft_low_contrast|documentary_style|narrative_style|warm_mood,1,0.0,0.0,0.0
analysis.style_tags,static_shot|fast|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|rule_of_thirds,2,0.0,0.0,0.0
analysis.style_tags,static_shot|fast|medium_shot|medium_contrast|documentary_style|warm_mood|warm_tone|narrative_style|rule_of_thirds,2,0.5,0.0,-0.5
analysis.style_tags,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|rule_of_thirds|moderate,11,0.09090909090909091,0.2727272727272727,0.1818181818181818
analysis.style_tags,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,79,0.189873417721519,0.17721518987341772,-0.012658227848101278
analysis.style_tags,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|soft_low_contrast|narrative_style|slow|rule_of_thirds,1,1.0,1.0,0.0
analysis.style_tags,static_shot|medium_shot|medium_contrast|documentary_style|warm_mood|warm_tone|narrative_style|rule_of_thirds|moderate,2,0.0,0.0,0.0
analysis.style_tags,static_shot|medium_shot|medium_contrast|documentary_style|warm_mood|warm_tone|narrative_style|slow|rule_of_thirds,11,0.18181818181818182,0.18181818181818182,0.0
analysis.style_tags,static_shot|very_fast|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|rule_of_thirds,4,0.5,0.25,-0.25
analysis.style_tags,static_shot|very_fast|medium_shot|medium_contrast|documentary_style|warm_tone|warm_mood|narrative_style|rule_of_thirds,1,0.0,0.0,0.0
analysis.style_tags,tilt_vertical|cool_tone|fast|medium_shot|documentary_style|high_contrast|narrative_style|rule_of_thirds,2,0.0,0.0,0.0
analysis.style_tags,tilt_vertical|cool_tone|medium_shot|documentary_style|high_contrast|narrative_style|slow|rule_of_thirds,5,0.0,0.0,0.0
analysis.style_tags,tilt_vertical|cool_tone|medium_shot|medium_contrast|documentary_style|narrative_style|slow|rule_of_thirds,6,0.16666666666666666,0.16666666666666666,0.0
analysis.style_tags,tilt_vertical|cool_tone|very_fast|medium_shot|medium_contrast|documentary_style|narrative_style|rule_of_thirds,1,1.0,1.0,0.0
analysis.style_tags,tilt_vertical|fast|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|rule_of_thirds,4,0.75,0.75,0.0
analysis.style_tags,tilt_vertical|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,7,0.0,0.0,0.0
analysis.style_tags,tilt_vertical|medium_shot|medium_contrast|documentary_style|warm_mood|warm_tone|narrative_style|slow|rule_of_thirds,7,0.0,0.0,0.0
analysis.style_tags,tilt_vertical|very_fast|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|rule_of_thirds,2,0.0,0.0,0.0
analysis.style_tags,tilt_vertical|very_fast|medium_shot|medium_contrast|documentary_style|warm_tone|warm_mood|narrative_style|rule_of_thirds,1,0.0,0.0,0.0
analysis.style_tags,very_fast|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|dolly_out|rule_of_thirds,1,0.0,0.0,0.0
analysis.style_tags,very_fast|medium_shot|dolly_in|documentary_style|warm_tone|warm_mood|soft_low_contrast|narrative_style|rule_of_thirds,1,1.0,1.0,0.0
analysis.style_tags,very_fast|medium_shot|medium_contrast|documentary_style|warm_tone|warm_mood|narrative_style|dolly_out|rule_of_thirds,4,0.0,0.0,0.0
analysis.style_tags,very_fast|medium_shot|pan_horizontal|documentary_style|warm_tone|warm_mood|high_contrast|narrative_style|rule_of_thirds,3,0.3333333333333333,0.3333333333333333,0.0
analysis.style_tags,very_fast|medium_shot|pan_horizontal|medium_contrast|warm_tone|documentary_style|warm_mood|narrative_style|rule_of_thirds,1,0.0,0.0,0.0
